file,tier,status,detail,best,screen,print_
BUILD__SCI_B_W7B_Food_Chain_Do.html,Supported,OK,screen_n=1 print_n=2,1.0,use a chain of three cards the arrow labels have words on them pick from two cards each time,use a chain of three cards the arrow labels have words on them pick from two cards each time
BUILD__SCI_B_W7B_Food_Chain_Do.html,Standard,OK,screen_n=1 print_n=2,1.0,build a chain from a mixed set of cards then explain each link,build a chain from a mixed set of cards then explain each link
BUILD__SCI_B_W7B_Food_Chain_Do.html,Stretch,OK,screen_n=1 print_n=2,1.0,build two chains that link up or take one food source away then say what the chain evidence suggests could happen next a model suggests it cannot prove,build two chains that link up or take one food source away then say what the chain evidence suggests could happen next a model suggests it cannot prove
GROW__SCI_G_W3A_Friction_Explore.html,Supported,OK,screen_n=1 print_n=2,0.83,use a labelled picture and the word bank add arrows to it then finish this line friction helps because open scaffold word bank friction surface grip rub slow heat use these words o,use a labelled picture and the word bank add arrows to it then finish this line friction helps because scaffold word bank friction surface grip rub slow heat use these words on you
GROW__SCI_G_W3A_Friction_Explore.html,Standard,OK,screen_n=1 print_n=2,0.776,label two contact surfaces explain one helpful effect then explain one unhelpful effect open scaffold prompt card surfaces direction of friction effect why that effect matters do o,label two contact surfaces explain one helpful effect then explain one unhelpful effect scaffold prompt card surfaces direction of friction effect why that effect matters do one bo
GROW__SCI_G_W3A_Friction_Explore.html,Stretch,OK,screen_n=1 print_n=2,0.789,find one place where a designer would add friction find one place to cut it give a science reason for each open scaffold add a design trade off what gets better if friction changes,find one place where a designer would add friction find one place to cut it give a science reason for each scaffold add a design trade off what gets better if friction changes what
GROW__SCI_G_W3B_Friction_Do.html,Supported,OK,screen_n=1 print_n=2,0.861,use the prepared table start at the marked release point let the object go record longer or shorter or record the measured distance open scaffold visual sequence predict release fr,use the prepared table start at the marked release point let the object go record longer or shorter or record the measured distance scaffold visual sequence predict release from ma
GROW__SCI_G_W3B_Friction_Do.html,Standard,OK,screen_n=1 print_n=2,0.732,record the measured distance in centimetres cm which surface made the most friction write that down open scaffold conclusion stem produced the most friction because the object trav,record the measured distance in centimetres cm which surface made the most friction write that down scaffold conclusion stem produced the most friction because the object travelled
GROW__SCI_G_W3B_Friction_Do.html,Stretch,OK,screen_n=1 print_n=2,0.767,repeat each surface check your repeats are they close then suggest one way to improve the method open scaffold evaluation prompt you try to keep the method the same what might stil,repeat each surface check your repeats are they close then suggest one way to improve the method scaffold evaluation prompt you try to keep the method the same what might still var
GROW__SCI_G_W4A_Mechanisms_Explore.html,Supported,OK,screen_n=1 print_n=2,0.808,match each example to lever pulley gears then point to the pivot on a lever open scaffold picture key lever bar pivot pulley wheel rope gears toothed wheels match the picture first,match each example to lever pulley gears then point to the pivot on a lever scaffold picture key lever bar pivot pulley wheel rope gears toothed wheels match the picture first then
GROW__SCI_G_W4A_Mechanisms_Explore.html,Standard,OK,screen_n=1 print_n=2,0.675,name the mechanism then say what it changes it may change force size direction or turning open scaffold stem this is a because it helps by but fill each gap in turn fade it remove ,name the mechanism then say what it changes it may change force size direction or turning scaffold stem this is a because it helps by but
GROW__SCI_G_W4A_Mechanisms_Explore.html,Stretch,OK,screen_n=1 print_n=2,0.779,take at least two mechanisms state the gain for each one then state the trade off open scaffold use force and distance words or use speed and turning effect words do not just write,take at least two mechanisms state the gain for each one then state the trade off scaffold use force and distance words or use speed and turning effect words do not just write it m
GROW__SCI_G_W4B_Mechanisms_Do.html,Supported,OK,screen_n=1 print_n=2,0.832,test two pre marked pivot positions then record which one feels easier open scaffold photo or diagram sequence two labelled pivot positions choice words easier harder further less ,test two pre marked pivot positions then record which one feels easier scaffold photo or diagram sequence two labelled pivot positions choice words easier harder further less far p
GROW__SCI_G_W4B_Mechanisms_Do.html,Standard,OK,screen_n=1 print_n=2,0.673,record the effort at two positions then explain why one of them is easier open scaffold stem when the pivot moved the effort because the effort end moved fill each gap with your ow,record the effort at two positions then explain why one of them is easier scaffold stem when the pivot moved the effort because the effort end moved
GROW__SCI_G_W4B_Mechanisms_Do.html,Stretch,OK,screen_n=1 print_n=2,0.765,measure the effort then measure the movement distance explain the trade off use both pieces of evidence open scaffold compare the effort arm length with the load arm length use the,measure the effort then measure the movement distance explain the trade off use both pieces of evidence scaffold compare the effort arm length with the load arm length use the rati
GROW__SCI_G_W5A_Fair_Test_Explore.html,Supported,OK,screen_n=1 print_n=3,0.835,use the variable cards use the word bank too then fill in the three box planning frame open scaffold icons change one thing measure with unit keep same take one box at a time adult,use the variable cards use the word bank too then fill in the three box planning frame scaffold icons change one thing measure with unit keep same take one box at a time adult can 
GROW__SCI_G_W5A_Fair_Test_Explore.html,Standard,OK,screen_n=1 print_n=2,0.66,write the method frame on your own pick two control variables then give a reason for each one open scaffold sentence i will change measure in and keep and the same fill each gap fr,write the method frame on your own pick two control variables then give a reason for each one scaffold sentence i will change measure in and keep and the same
GROW__SCI_G_W5A_Fair_Test_Explore.html,Stretch,OK,screen_n=1 print_n=2,0.743,name one likely source of variation then explain how your method cuts its effect open scaffold add this line this control matters because if it changed could affect fade it remove ,name one likely source of variation then explain how your method cuts its effect scaffold add this line this control matters because if it changed could affect
GROW__SCI_G_W5B_Fair_Test_Do.html,Supported,DIVERGENT,screen_n=1 print_n=2,0.351,prepared table marked release point an adult reads each step aloud open scaffold sequence card set release measure record reset show only the next step cover the rest of the method,prepared table marked release point adult reads sequence aloud when needed scaffold sequence card set release measure record reset keep the next step visible not the whole method c
GROW__SCI_G_W5B_Fair_Test_Do.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.493,three repeats with units a clear conclusion base it on your results open scaffold conclusion stem as changed changed my evidence for this is fade it remove the first prompt that is,three repeats with units evidence based conclusion scaffold conclusion as changed my evidence is
GROW__SCI_G_W5B_Fair_Test_Do.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.564,work out the mean for each surface look for unusual variation then evaluate one improvement open scaffold evaluation stem i trust least i say this because i would improve by fade i,calculate means identify unusual variation and evaluate one specific improvement scaffold evaluation the result i trust least is because i would improve by
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,Supported,DIVERGENT,screen_n=1 print_n=2,0.537,use the labelled cards follow the mnemonic strip the gravity arrow is already drawn open scaffold mnemonic numbered positions icon key rocky gas giant ice giant orbit stem the plan,use the labelled cards and the mnemonic strip the gravity arrow is already drawn scaffold mnemonic numbered positions icon key rocky gas giant ice giant orbit stem the planet keeps
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.573,put all eight planets in order classify each one by type add gravity and motion arrows open scaffold orbit stem the planet keeps moving gravity pulls it towards so the path is fade,order all eight classify them and add gravity motion arrows scaffold orbit stem the planet keeps moving while gravity pulls so the path
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.442,explain why an outer planet has a longer year then name one limit of the classroom model open scaffold model critique check order relative size distance and movement which of these,explain why an outer planet has a longer year and identify a limitation of the classroom model scaffold model critique distinguish order relative size distance and movement which a
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,Supported,OK,screen_n=1 print_n=2,0.631,use the numbered planet cards the type key is given the orbit arrows are drawn open scaffold show only the next three planet cards keep the rest face down use the order strip too f,use the numbered planet cards the type key and the orbit arrows are given scaffold keep only the next three planet cards visible at a time use order strip if needed
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.309,build the correct order yourself then annotate your model show gravity with one arrow show motion with another open scaffold two arrow frame motion carries the planet forward gravi,build order independently and annotate gravity motion scaffold two arrow explanation frame
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.512,outer planets have longer years explain why this happens then evaluate your model say which part is least realistic open scaffold compare two models you could build pick the better,explain longer years for outer planets and evaluate which part of the model is least realistic scaffold compare two possible models and decide which better answers today s scientif
GROW__SCI_G_W7A_The_Moon_Explore.html,Supported,DIVERGENT,screen_n=1 print_n=2,0.293,match the four labelled phases put each one in its position follow the printed sunlight arrow open scaffold start with new quarter full quarter only add the crescents once the core,match four labelled phases to positions and follow a printed sunlight arrow
GROW__SCI_G_W7A_The_Moon_Explore.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.533,put the phases in order then explain one phase use reflected light words in your answer open scaffold stem the moon looks tonight this is because the sun lights one half we can see,sequence phases and explain one using reflected light language scaffold stem the moon looks because we can see of the half lit by the sun
GROW__SCI_G_W7A_The_Moon_Explore.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.529,an eclipse is not part of the normal phase cycle say why this is so then critique one limit of the model open scaffold talk about the observer and the viewing angle then compare th,explain why an eclipse is not part of the normal phase cycle and critique one model limitation scaffold use observer viewing angle language and explicitly compare eclipse geometry
GROW__SCI_G_W7B_The_Moon_Do.html,Supported,OK,screen_n=1 print_n=2,0.658,use the four position wheel the sunlight arrow is printed for you match what the observer sees open scaffold an adult can hold the torch if needed the pupil moves the moon to each ,use the four position wheel the sunlight arrow is already printed match what the observer sees scaffold adult controls torch if needed pupil directs moon position and chooses the m
GROW__SCI_G_W7B_The_Moon_Do.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.599,build and label the wheel then explain why the shape we see changes open scaffold reasoning frame light source moon position visible part phase work along the arrows in order fade ,build label the wheel and explain why the apparent shape changes scaffold reasoning frame light source moon position visible part phase
GROW__SCI_G_W7B_The_Moon_Do.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.563,compare a phase with an eclipse then evaluate one limit of the physical model open scaffold name one geometrical feature the model shows well then name one scale feature it does no,add an eclipse comparison and evaluate one limitation of the physical model scaffold explain which geometrical feature the model captures well and which scale feature it does not
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,Supported,OK,screen_n=1 print_n=2,0.945,label the microscope then match bigger clearer,label the microscope and match bigger clearer
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.554,label the parts try three lens pairs work each one out then annotate one cell,label calculate three lens combinations and annotate a cell observation
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,Stretch,OK,screen_n=1 print_n=2,0.725,compare light and electron microscopes which gives more magnification which gives more resolution,compare light electron microscopy in terms of magnification and resolution
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,Supported,OK,screen_n=1 print_n=2,0.794,do six calculations keep the equation visible keep the conversion ladder visible,six calculations with equation conversion ladder visible
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,Standard,OK,screen_n=1 print_n=2,0.75,do eight mixed calculations some need a conversion some need rearranging,eight mixed calculations including conversions and rearrangement
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,Stretch,OK,screen_n=1 print_n=2,0.875,do the mixed calculations add a small lens image data table,mixed calculations plus a small lens image data table
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,Supported,OK,screen_n=1 print_n=2,0.763,do five questions use the formula prompts use the conversion prompts,five questions with formula and conversion prompts
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,Standard,OK,screen_n=1 print_n=2,0.846,do seven mixed questions one is a measured image task,seven mixed questions including measured image task
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.582,do seven questions some use a new context find your errors then explain them,seven questions plus unfamiliar context and error analysis
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,Supported,OK,screen_n=1 print_n=2,0.804,finish the high low diagram then test one variable,complete high low diagram and test one variable
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,Standard,OK,screen_n=1 print_n=2,0.944,test two variables then explain both patterns,test two variables and explain both patterns
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.567,explain how two factors work say what particles do particles move at random net movement is not the same,explain two factors mechanistically and distinguish random from net movement
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,Supported,OK,screen_n=1 print_n=2,0.657,label the adaptations you get limewater observations say what they show,label adaptations and interpret provided limewater observations
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,Standard,OK,screen_n=1 print_n=2,0.824,watch or run the safe demo record the result explain two adaptations,observe run safe demo record result and explain two adaptations
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.576,explain the adaptations find one limit in the method evaluate it,explain adaptations and evaluate one method limitation
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,Supported,OK,screen_n=1 print_n=2,0.633,four questions each has a prompt it names the command word,four questions with command word prompts
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,Standard,OK,screen_n=1 print_n=2,0.68,six mixed questions one is new it uses a new context,six mixed questions including unfamiliar context
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,Stretch,OK,screen_n=1 print_n=2,0.727,six questions then one more evaluate a damaged exchange surface,six plus evaluation of damaged exchange surface
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,Supported,OK,screen_n=1 print_n=2,0.777,label the dilute side then the concentrated side complete the definition,label dilute concentrated and complete definition
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,Standard,OK,screen_n=1 print_n=2,0.785,write the definition do it alone then explain two diagrams,write definition unaided and explain two diagrams
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,Stretch,OK,screen_n=1 print_n=2,0.724,compare osmosis and diffusion say what is the same then what differs,compare osmosis and diffusion with similarities differences
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,Supported,OK,screen_n=1 print_n=2,0.661,two concentrations the table is pre drawn the formula is printed,two concentrations pre drawn table and printed formula
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,Standard,OK,screen_n=1 print_n=2,0.682,use the full range then work out each percentage change,full range and percentage changes
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,Stretch,OK,screen_n=1 print_n=2,0.657,use the full range make the data graph ready predict the no net change point,full range plus graph ready data and no net change prediction
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,Supported,DIVERGENT,screen_n=1 print_n=2,0.512,the graph is part prepared prompts guide you,part prepared graph and guided prompts
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,Standard,OK,screen_n=1 print_n=2,0.837,plot it all estimate the crossing explain two points,full plot estimate crossing explain two points
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,Stretch,OK,screen_n=1 print_n=2,0.859,plot it interpret it evaluate the uncertainty justify one improvement,plot interpret evaluate uncertainty and justify improvement
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,Supported,OK,screen_n=1 print_n=2,0.627,fill in the comparison table use the word bank the words are there,fill comparison table from word bank
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,Standard,OK,screen_n=1 print_n=2,0.686,fill in the table do it alone then explain two examples,complete table unaided and explain two examples
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,Stretch,OK,screen_n=1 print_n=2,0.866,compare all three then find the link link mitochondria to energy demand,compare all three and link mitochondria to energy demand
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,Supported,OK,screen_n=1 print_n=2,0.807,label the cell mark the mitochondria use the graph sentence frame,label cell mitochondria graph sentence frame
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.472,explain the root hair cell then the gut then the graph,explain both applications and graph
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,Stretch,OK,screen_n=1 print_n=2,0.794,evaluate the graph is oxygen the only limiting factor say why,evaluate whether graph alone proves oxygen is the only limiting factor
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,Supported,OK,screen_n=1 print_n=2,0.774,keep the grid in view do four scenarios use one compare frame,grid visible four scenarios one compare frame
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,Standard,OK,screen_n=1 print_n=2,0.897,do six scenarios then two compare questions,six scenarios two compare questions
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.451,work with new contexts which process is it then justify it with evidence,unfamiliar contexts justify which evidence supports a process
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,Supported,DIVERGENT,screen_n=1 print_n=2,0.535,start with a part complete map place the missing words,part complete map words to place
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,Standard,OK,screen_n=1 print_n=2,0.725,use a blank map fill in all four branches,blank map with four branches
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,Stretch,OK,screen_n=1 print_n=2,0.712,add cross links to your map give one application for each transport process,cross links one application example per transport process
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,Supported,OK,screen_n=1 print_n=2,0.624,six questions command words are highlighted use the frames,six questions with highlighted command words frames
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,Standard,OK,screen_n=1 print_n=2,0.703,eight mixed questions some say calculate some say compare,eight mixed incl calculate compare
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,Stretch,DIVERGENT,screen_n=1 print_n=2,0.46,answer all eight then edit your own work make it precise,eight plus self edit for precision relevance
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,Supported,DIVERGENT,screen_n=1 print_n=2,0.56,do a shorter mixed set notes are allowed a reader or scribe too,reduced mixed set with references and authorised reader scribe
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,Standard,DIVERGENT,screen_n=1 print_n=2,0.56,do the full mixed set it is foundation style,full foundation style mixed set
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,Stretch,OK,screen_n=1 print_n=2,0.713,do the full set add one new application add one evaluation igcse extension is for named learners,full set plus unfamiliar application evaluation igcse extension only for identified learners
